skz,name,street,zip,city,phone,email,website,principal,school_type
1333,Neue Sportmittelschule Hadersdorf Wien,Hauptstraße 80,1140,Wien,01/9792577,,www.sms14.at,Mag. Silvia Schweighofer BEd.,"Neue Mittelschule, Sekundarbildung Unterstufe"
4470,International Christian School of Vienna,Wagramer Straße 175/Panethgasse 6A,1220,Wien,01/25122-0,,www.icsv.at,Dr. Sharon Brobst,"AHS mit NMS, Volksschule, SAS"
6188,Vienna European School,Paulinengasse 16,1180,Wien,+43 (0) 1 470 46 00,,www.ves.at,,"AHS mit NMS, Neue Mittelschule, Volksschule, AHS, Sekundarbildung Oberstufe, Sekundarbildung Unterstufe, Kindergarten"
4540,Bildungszentrum Kenyongasse Bildungsanstalt für Elementarpädagogik Wien,Kenyongasse 4-12,1070,Wien,01/5232983-209,,www.kenyon.at/bafep,,"LMS und LHS, Sekundarbildung Oberstufe, Kindergarten"
2476,Höhere graphische Bundeslehr- und Versuchsanstalt Wien,Leyserstraße 6,1140,Wien,01/9823914,,www.graphische.net,,"TMS und THS, Sekundarbildung Oberstufe"
5971,Bundesrealgymnasium und Wirtschaftskundlliches Realgymnasium Wien,Feldgasse 6 -8,1080,Wien,01/4073469,,www.feldgasse.at,Mag. Sabine Holl-Blauensteiner,AHS
4058,Kolleg für Sozialpädagogik für Berufstätige des Vereines Wiener Arbeitsgemeinschaft für Sozialpädagogik Wien,Schloßhofer Straße 4/Stg. 6/3 Stk.,1210,Wien,01/2699600,,www.sozialpaedagogik.at,,"LMS und LHS, Sekundarbildung Oberstufe"
5350,Danube International School Vienna,Josef Gall Gasse 2,1020,Wien,01/7203110-0,,www.danubeschool.com,Dr. Michelle Purghart,"Volksschule, AHS, Kindergarten"
2446,Franz Schubert Konservatorium für Musik des Herrn Karl Svec Wien,Eßlinggasse 9,1010,Wien Wien,01/5874787,,www.fsk.at,,Musikschule
3731,Bundesgymnasium und wirtschaftskundliches Bundesrealgymnasium Wien,Haizingergasse 37,1180,Wien,01/4780678-11,,www.gwiku18.at,Mag. Manuela Wallner,AHS
4123,Bundesreal- und Oberstufenrealgymnasium für Studierende der Musik,Neustiftgasse 95-99,1070,Wien,01/5231249,,www.mgw.at,,AHS
5368,Gymnasium und Realgymnasium des Schulverbundes SSND Österreich/ Schulschwestern Notre Dame Wien,Friesgasse 4,1150,Wien,01/8936550,,www.schulefriesgasse.ac.at,,AHS
2988,Waldorfkindergarten-Seminar,Marktgemeindegasse 42,1230,Wien,01/8657516 01/8880647 0699 10446266,,www.waldorfkindergartenseminar.at,Brigitte Goldmann,"LMS und LHS, Sonstige Bildungseinrichtung"
5301,Lehranstalt für systemische Familientherapie der Erzdiözese Wien für Berufstätige,Trauttmansdorffgasse 3a,1130,Wien,01/4786300,,www.lasf.at,,"WMS und WHS, Sozialberufliche Schule, Sekundarbildung Oberstufe"
4691,Bundeshandelsakademie und Bundeshandelsschule Wien 11,Geringergasse 2,1110,Wien,01/7679555,,www.bhakwien11.at,Frau Mag. Patricia Mitak-Schabel,"Kaufmännische Schule, Sekundarbildung Oberstufe"
385,Gymnasium und Realgymnasium Kollegium Kalksburg der Vereinigung von Ordensschulen Österreichs Wien,Promenadeweg 3,1230,Wien,01/8884158-151,,gym.kalksburg.at,,AHS
2201,Montessori-Schule Wien 1 im Heiligenkreuzerhof,Grashofgasse 3/7/22,1010,Wien,0699 8110 19 65,,www.mi4.at,,SAS
3591,Volksschule Wien,Aspernallee 5,1020,Wien,01/7289597,,www.schulen.wien.at/schulen/902011,Direktorin,"Volksschule, Grundbildung"
3491,Bundesgymnasium Wien,Parhamerplatz 18,1170,Wien,01/4863407,,www.parhamer.at,,AHS
50,"private Volksschule ""Marianum"" des Schulvereins De La Salle Wien",Scheidlstraße 2,1180,Wien,01/4792354,,www.marianum.at/vs,,"Volksschule, Grundbildung"
4748,Privatschule Infinum,Hetzendorfer Straße 77,1120,Wien,01/8047879,,infinum.edupage.org,Dir. Mag. Nina L. Glavic,"AHS mit NMS, Neue Mittelschule, Volksschule, AHS, Sekundarbildung Oberstufe, Grundbildung"
5275,Bundesgymnasium Wien Zirkusgasse,Hegelgasse 14,1010,Wien,01/2142215,,www.ahs-zirkusgasse.at,Mag. Margot Stöger,AHS
5086,"Volks-, Allgemeine Sonder- u. Sonderschule f. Kinder mit erhöhtem Förderbedarf u. NMS d. Vereins",Stefan-Esders-Platz 1,1190,Wien,01/3203189,,sozialwerke-clara-fey.at,Christina Geiß,"Sonderschule, Hauptschule, Sonderschule, Volksschule, Sekundarbildung Unterstufe, Grundbildung"
2587,Volksschule Wien,Julius-Meinl-Gasse 1,1160,Wien,01/4865236,,,,"Volksschule, Grundbildung"
2204,"Alfschule (Aktives Lernen Favoriten) des Vereins Bildungswerkstatt Lebensschule, Verein zur Förderung von aktivem und offenem Lernen Wien",Jenny-Lind-Gasse 1,1100,Wien,01/6893354,,www.alf-schule.at,Geyer Eva,"Hauptschule, Volksschule, SAS, AHS"
2701,Volksschule Wien,Meissnergasse 1,1222,Wien,01/2032131,,meissnergasse.com,,"Volksschule, Grundbildung"
5462,Friedrich Zawrel Schule - NMS,Hörnesgasse 12,1030,Wien,01/7145740 01/7189524,,www.mittelschule.at,Beatrix Taxer,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
3748,Bundesgymnasium Wien,Jodok-Fink-Platz 2,1080,Wien,01/4056599,,www.bg8.at,,AHS
405,Zentrum für Inklusiv- und Sonderpädagogik,Kröllgasse 20,1150,Wien,01/9823233,,,,"Neue Mittelschule, Sonderschule, Volksschule"
4113,Höhere technische Bundeslehranstalt Wien,Thaliastraße 125 - Hettenkoferg. 15,1160,Wien,01/491110,,www.htl-ottakring.at,,"TMS und THS, Sekundarbildung Oberstufe"
5819,Volksschule Wien,Schukowitzgasse 89,1220,Wien,01/4000 563 660,,vs-schukowitzgasse.schule.wien.at,,"Volksschule, Grundbildung"
6139,Wiener Mittelschule,Kleine Sperlgasse 2a,1020,Wien,01/4000560880,,mskleinesperlgasse.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
5888,Volksschule Wien,Robert-Blum-Gasse 2,1200,Wien,01/4000/560760,,robertblumgasse.schule.wien.at,,"Volksschule, Grundbildung"
4318,Volksschule des Instituts Neulandschulen,Alfred-Wegener-Gasse 10-12,1190,Wien,+43/1/3202107,,www.nls.at,,"Volksschule, Grundbildung"
676,Japanische Internationale Schule in Wien,Prandaugasse 2,1220,Wien,01/2042201,,www.japaneseschool-wien.at,Herr Kiwamu TSUGE,"Hauptschule, Volksschule"
5288,Bundesinstitut für Gehörlosenbildung in Wien Wien,Maygasse 25,1130,Wien,01/8046364,,www.big-kids.at,Mag. Martin Martiska,"Sonderschule, Neue Mittelschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung, Kindergarten"
1830,2e Neue Mittelschule des Vereins Schulverbund SSND Österreich - Schulschwestern Notre Dame Wien,Friesgasse 4-8,1150,Wien,01/8936550,,www.schulefriesgasse.ac.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
544,Volksschule des Schulvereines Komensky Wien,Sebastianplatz 3,1030,Wien,01/713318820 01/713318821,,www.komensky.at,Marcela Kaplan,"Volksschule, Grundbildung"
369,Konservatorium Sunrise_Studios,Neubaugasse 38,1070,Wien,+43 699 814 55 713,,www.sunrisestudios.at,,Sonstige Bildungseinrichtung
1539,Evangelische Volksschule/Lutherschule,Schumanngasse 17,1180,Wien,01/4056548,,www.lutherschule.at,,"Volksschule, Grundbildung"
471,Expositur der höheren gewerblichen Bundeslehranstalt (Fachrichtung Wirtschaft) (909429) Wien,Maygasse 25,1130,Wien,01/8046364,,www.hlmw9.at/de/wirtschaft/hoerbeeintraechtigte.html,Mag. Prof. Patricia Neuhofer,"WMS und WHS, Sekundarbildung Oberstufe"
2576,Hochschule für Agrar- und Umweltpädagogik Wien Wien,Angermayergasse 1,1130,Wien,01/8772266-0,,www.agrarumweltpaedagogik.ac.at,,"Pädagogische Hochschulen, Hochschulen"
